scaffold,start,end,length,method,type,type_start,type_end,overlap,overlap/length
ptg019283l,953136,953416,280,RepeatMasker,LTR,952354,953497,280,1.00
ptg019283l,986678,986955,277,RepeatMasker,LTR,986645,987512,277,1.00
ptg019283l,997288,997568,280,RepeatMasker,LTR,997255,998616,280,1.00
ptg019288l,1692667,1692966,299,RepeatMasker,LTR,1691885,1693283,299,1.00
ptg019290l,429851,430146,295,RepeatMasker,LTR,429000,431229,295,1.00
ptg019294l,685265,685544,279,RepeatMasker,LTR,682323,689595,279,1.00
ptg019299l,33585,33815,230,RepeatMasker,LTR,33157,33673,88,0.38
ptg019305l,90346,90626,280,RepeatMasker,LTR,89551,90998,280,1.00
ptg019305l,1351236,1351516,280,RepeatMasker,LTR,1350441,1351898,280,1.00
ptg019332l,826708,827007,299,RepeatMasker,LTR,826072,828126,299,1.00
ptg019339l,299159,299464,305,RepeatMasker,LTR,292296,299321,162,0.53
ptg019344l,67018,67300,282,RepeatMasker,LTR,65796,67535,282,1.00
ptg019354l,763676,763961,285,RepeatMasker,LTR,763938,763982,24,0.08
ptg019372l,881183,881463,280,RepeatMasker,LTR,880535,881845,280,1.00
ptg019372l,951650,951967,317,RepeatMasker,LTR,951638,952349,317,1.00
ptg019388l,415789,416086,297,RepeatMasker,LTR,415737,416106,297,1.00
ptg019392l,79768,80068,300,RepeatMasker,LTR,79755,81187,300,1.00
ptg019421l,79846,80157,311,RepeatMasker,LTR,78030,79883,37,0.12
ptg019428l,391316,391616,300,RepeatMasker,LTR,391264,391809,300,1.00
ptg019430l,1484393,1484705,312,RepeatMasker,LTR,1482956,1484499,106,0.34
ptg019433l,207007,207287,280,RepeatMasker,LTR,206975,207669,280,1.00
ptg019433l,221554,221835,281,RepeatMasker,LTR,221522,222222,281,1.00
ptg019437l,67034,67314,280,RepeatMasker,LTR,66244,67712,280,1.00
ptg019444l,256828,257138,310,RepeatMasker,LTR,255242,256848,20,0.06
ptg019473l,144825,145113,288,RepeatMasker,LTR,145099,145610,15,0.05
ptg019474l,21148,21460,312,RepeatMasker,LTR,20921,21893,312,1.00
ptg019492l,501975,502254,279,RepeatMasker,LTR,500597,507661,279,1.00
ptg019501l,609734,610033,299,RepeatMasker,LTR,609682,610113,299,1.00
ptg019513l,353042,353372,330,RepeatMasker,LTR,351721,353517,330,1.00
ptg019574l,497830,498163,333,RepeatMasker,LTR,495442,499869,333,1.00
ptg019574l,1182968,1183296,328,RepeatMasker,LTR,1178518,1185544,328,1.00
ptg019581l,763881,764161,280,RepeatMasker,LTR,763868,765338,280,1.00
ptg019581l,2290362,2290671,309,RepeatMasker,LTR,2289875,2290836,309,1.00
ptg019581l,2290362,2290671,309,RepeatMasker,LTR,2290120,2292472,309,1.00
ptg019599l,117595,117894,299,RepeatMasker,LTR,117543,118072,299,1.00
ptg019599l,159656,159949,293,RepeatMasker,LTR,159604,160127,293,1.00
ptg019599l,251942,252237,295,RepeatMasker,LTR,251890,252431,295,1.00
ptg019640l,617803,618083,280,RepeatMasker,LTR,617010,618407,280,1.00
ptg019646l,292338,292616,278,RepeatMasker,LTR,292339,292578,240,0.86
ptg019646l,298362,298640,278,RepeatMasker,LTR,298363,298602,240,0.86
ptg019670l,116160,116445,285,RepeatMasker,LTR,115824,116324,164,0.58
ptg019670l,116160,116445,285,RepeatMasker,LTR,116435,117232,11,0.04
ptg019680l,384943,385225,282,RepeatMasker,LTR,384910,385616,282,1.00
ptg019683l,635510,635801,291,RepeatMasker,LTR,635458,635978,291,1.00
ptg019693l,596766,597013,247,RepeatMasker,LTR,591716,601218,247,1.00
ptg019699l,212415,212734,319,RepeatMasker,LTR,212697,214298,38,0.12
ptg019727l,473949,474235,286,RepeatMasker,LTR,473720,474633,286,1.00
ptg019737l,291269,291549,280,RepeatMasker,LTR,291244,291930,280,1.00
ptg019738l,703407,703695,288,RepeatMasker,LTR,703394,703996,288,1.00
ptg019760l,126526,126823,297,RepeatMasker,LTR,126480,126854,297,1.00
ptg019760l,407064,407357,293,RepeatMasker,LTR,407012,407437,293,1.00
ptg019760l,537889,538199,310,RepeatMasker,LTR,537837,538240,310,1.00
ptg019781l,391343,391638,295,RepeatMasker,LTR,391530,392083,109,0.37
ptg019791l,235250,235492,242,RepeatMasker,LTR,230195,239699,242,1.00
ptg019793l,703773,704062,289,RepeatMasker,LTR,702603,703912,139,0.48
ptg019794l,142651,142945,294,RepeatMasker,LTR,142794,142831,38,0.13
ptg019802l,313864,314126,262,RepeatMasker,LTR,313584,313972,108,0.41
ptg019805l,239340,239640,300,RepeatMasker,LTR,239288,239863,300,1.00
ptg019816l,512626,512933,307,RepeatMasker,LTR,511985,513289,307,1.00
ptg019818l,87879,88148,269,RepeatMasker,LTR,87174,87908,29,0.11
ptg019841l,840298,840624,326,RepeatMasker,LTR,839045,841637,326,1.00
ptg019854l,283784,284098,314,RepeatMasker,LTR,280191,283812,28,0.09
ptg019854l,283784,284098,314,RepeatMasker,LTR,284011,284571,88,0.28
ptg019854l,341077,341358,281,RepeatMasker,LTR,341044,341747,281,1.00
ptg019854l,729923,730243,320,RepeatMasker,LTR,729356,730270,320,1.00
ptg019860l,477663,477944,281,RepeatMasker,LTR,477630,478347,281,1.00
ptg019885l,514772,515042,270,RepeatMasker,LTR,514135,516187,270,1.00
ptg019890l,41120,41401,281,RepeatMasker,LTR,40317,41783,281,1.00
ptg019891l,241387,241698,311,RepeatMasker,LTR,241483,241574,92,0.30
ptg019899l,2999704,2999988,284,RepeatMasker,LTR,2998741,3001029,284,1.00
ptg019936l,12895,13192,297,RepeatMasker,LTR,12843,13272,297,1.00
ptg019936l,301418,301717,299,RepeatMasker,LTR,301384,301737,299,1.00
ptg019956l,1231360,1231666,306,RepeatMasker,LTR,1231118,1231731,306,1.00
ptg019960l,750621,750952,331,RepeatMasker,LTR,750346,750824,203,0.61
ptg019971l,635373,635621,248,RepeatMasker,LTR,630308,639824,248,1.00
ptg019973l,246931,247238,307,RepeatMasker,LTR,246746,247168,237,0.77
ptg019974l,49000,49297,297,RepeatMasker,LTR,48359,49663,297,1.00
ptg019976l,113873,114159,286,RepeatMasker,LTR,113014,115470,286,1.00
ptg020010l,187730,188005,275,RepeatMasker,LTR,186150,187862,132,0.48
ptg020010l,187730,188005,275,RepeatMasker,LTR,187492,187936,206,0.75
ptg020013l,315755,316010,255,RepeatMasker,LTR,310701,320216,255,1.00
ptg020015l,504482,504797,315,RepeatMasker,LTR,504470,505163,315,1.00
ptg020021l,110036,110319,283,RepeatMasker,LTR,109051,110187,151,0.53
ptg020021l,110036,110319,283,RepeatMasker,LTR,109194,110820,283,1.00
ptg020025l,582437,582716,279,RepeatMasker,LTR,581802,583098,279,1.00
ptg020026l,530481,530800,319,RepeatMasker,LTR,530790,531233,11,0.03
ptg020032l,199911,200220,309,RepeatMasker,LTR,199859,200427,309,1.00
ptg020049l,448943,449178,235,RepeatMasker,LTR,448682,449722,235,1.00
ptg020049l,979387,979685,298,RepeatMasker,LTR,979335,979765,298,1.00
ptg020049l,1092895,1093195,300,RepeatMasker,LTR,1092843,1093407,300,1.00
ptg020059l,181946,182248,302,RepeatMasker,LTR,181910,182096,150,0.50
ptg020059l,181946,182248,302,RepeatMasker,LTR,182099,184985,150,0.50
ptg020064l,120050,120322,272,RepeatMasker,LTR,119611,120336,272,1.00
ptg020080l,178568,178848,280,RepeatMasker,LTR,177947,179173,280,1.00
ptg020099l,83610,83890,280,RepeatMasker,LTR,82807,84284,280,1.00
ptg020122l,46853,47152,299,RepeatMasker,LTR,47043,47164,110,0.37
ptg020141l,1761831,1762162,331,RepeatMasker,LTR,1760151,1761946,115,0.35
ptg020141l,1761831,1762162,331,RepeatMasker,LTR,1761948,1762268,215,0.65
ptg020141l,1784761,1785058,297,RepeatMasker,LTR,1784709,1785221,297,1.00
ptg020141l,1794386,1794685,299,RepeatMasker,LTR,1794334,1794863,299,1.00
ptg020157l,944239,944530,291,RepeatMasker,LTR,943901,944401,162,0.56
ptg020163l,718953,719288,335,RepeatMasker,LTR,716853,720389,335,1.00
ptg020175l,59940,60254,314,RepeatMasker,LTR,59452,61136,314,1.00
ptg020185l,315867,316179,312,RepeatMasker,LTR,315362,316608,312,1.00
ptg020207l,1427553,1427850,297,RepeatMasker,LTR,1427507,1427891,297,1.00
ptg020219l,1166157,1166443,286,RepeatMasker,LTR,1164624,1166317,160,0.56
ptg020224l,618597,618877,280,RepeatMasker,LTR,614736,618791,194,0.69
ptg020225l,796515,796822,307,RepeatMasker,LTR,796204,796922,307,1.00
ptg020225l,1125194,1125474,280,RepeatMasker,LTR,1125182,1125784,280,1.00
ptg020250l,44448,44738,290,RepeatMasker,LTR,44000,44464,16,0.06
ptg020250l,245971,246288,317,RepeatMasker,LTR,246199,246241,43,0.14
ptg020250l,245971,246288,317,RepeatMasker,LTR,246237,249880,52,0.16
ptg020261l,292412,292690,278,RepeatMasker,LTR,292290,292733,278,1.00
ptg020261l,292412,292690,278,RepeatMasker,LTR,292422,296091,269,0.97
ptg020302l,420756,421035,279,RepeatMasker,LTR,420744,421347,279,1.00
ptg020323l,977648,977930,282,RepeatMasker,LTR,976849,978312,282,1.00
ptg020342l,732926,733205,279,RepeatMasker,LTR,733025,733050,26,0.09
ptg020350l,58572,58894,322,RepeatMasker,LTR,57408,58646,74,0.23
ptg020350l,149223,149504,281,RepeatMasker,LTR,147901,150001,281,1.00
ptg020350l,149223,149504,281,RepeatMasker,LTR,148374,150002,281,1.00
ptg020350l,149223,149504,281,RepeatMasker,LTR,147308,149384,161,0.57
ptg020364l,362100,362410,310,RepeatMasker,LTR,361936,362292,192,0.62
ptg020367l,342918,343199,281,RepeatMasker,LTR,342273,343592,281,1.00
ptg020367l,1938808,1939083,275,RepeatMasker,LTR,1938752,1939305,275,1.00
ptg020370l,328541,328877,336,RepeatMasker,LTR,328331,328774,233,0.69
ptg020378l,501726,502006,280,RepeatMasker,LTR,500820,502057,280,1.00
ptg020401l,74021,74319,298,RepeatMasker,LTR,73969,74495,298,1.00
ptg020404l,99001,99302,301,RepeatMasker,LTR,98196,99031,30,0.10
ptg020404l,422429,422747,318,RepeatMasker,LTR,422027,423578,318,1.00
ptg020419l,279212,279509,297,RepeatMasker,LTR,279199,280618,297,1.00
ptg020428l,114666,114947,281,RepeatMasker,LTR,114653,116081,281,1.00
ptg020435l,563951,564250,299,RepeatMasker,LTR,563899,564330,299,1.00
ptg020435l,1760813,1761109,296,RepeatMasker,LTR,1760761,1761253,296,1.00
ptg020435l,3168628,3168917,289,RepeatMasker,LTR,3168576,3169119,289,1.00
ptg020441l,2657776,2658082,306,RepeatMasker,LTR,2655197,2659933,306,1.00
ptg020451l,308875,309161,286,RepeatMasker,LTR,308009,312770,286,1.00
ptg020471l,2493650,2493935,285,RepeatMasker,LTR,2490913,2493681,31,0.11
ptg020471l,2493650,2493935,285,RepeatMasker,LTR,2493626,2493698,48,0.17
ptg020472l,374560,374859,299,RepeatMasker,LTR,374508,374900,299,1.00
ptg020480l,641062,641347,285,RepeatMasker,LTR,641305,641472,43,0.15
ptg020485l,448404,448703,299,RepeatMasker,LTR,448352,448866,299,1.00
ptg020486l,392119,392399,280,RepeatMasker,LTR,391315,392778,280,1.00
ptg020488l,190289,190570,281,RepeatMasker,LTR,190276,191624,281,1.00
ptg020490l,431811,432137,326,RepeatMasker,LTR,430932,436805,326,1.00
ptg020508l,63827,64157,330,RepeatMasker,LTR,58457,66408,330,1.00
ptg020512l,788381,788680,299,RepeatMasker,LTR,788329,788888,299,1.00
ptg020513l,691559,691859,300,RepeatMasker,LTR,691414,691835,276,0.92
ptg020535l,429317,429626,309,RepeatMasker,LTR,427166,429347,30,0.10
ptg020565l,408991,409272,281,RepeatMasker,LTR,408211,410321,281,1.00
ptg020568l,145410,145721,311,RepeatMasker,LTR,145403,146399,311,1.00
ptg020569l,484455,484735,280,RepeatMasker,LTR,483822,485117,280,1.00
ptg020569l,1367033,1367319,286,RepeatMasker,LTR,1366171,1372028,286,1.00
ptg020576l,653908,654194,286,RepeatMasker,LTR,650570,653951,43,0.15
ptg020616l,856204,856490,286,RepeatMasker,LTR,856191,857287,286,1.00
ptg020618l,151082,151381,299,RepeatMasker,LTR,151048,151401,299,1.00
ptg020618l,230430,230729,299,RepeatMasker,LTR,230378,230809,299,1.00
ptg020618l,990094,990390,296,RepeatMasker,LTR,990042,990432,296,1.00
ptg020620l,206426,206713,287,RepeatMasker,LTR,204031,207590,287,1.00
ptg020629l,449477,449758,281,RepeatMasker,LTR,449444,450154,281,1.00
ptg020659l,137471,137790,319,RepeatMasker,LTR,135912,137521,50,0.16
ptg020661l,27418,27718,300,RepeatMasker,LTR,27366,27927,300,1.00
ptg020730l,522902,523180,278,RepeatMasker,LTR,523179,523252,2,0.01
ptg020730l,602453,602769,316,RepeatMasker,LTR,601792,604855,316,1.00
ptg020733l,17318,17628,310,RepeatMasker,LTR,16171,17497,179,0.58
ptg020753l,20700,20981,281,RepeatMasker,LTR,19918,22110,281,1.00
ptg020770l,739229,739531,302,RepeatMasker,LTR,739356,739547,176,0.58
ptg020770l,739229,739531,302,RepeatMasker,LTR,739356,739604,176,0.58
ptg020797l,47176,47473,297,RepeatMasker,LTR,46173,47957,297,1.00
ptg020797l,969737,970060,323,RepeatMasker,LTR,967000,969799,62,0.19
ptg020810l,81442,81732,290,RepeatMasker,LTR,80642,82586,290,1.00
ptg020842l,523165,523464,299,RepeatMasker,LTR,523113,523484,299,1.00
ptg020842l,946937,947236,299,RepeatMasker,LTR,946885,947316,299,1.00
ptg020853l,126307,126606,299,RepeatMasker,LTR,126255,126784,299,1.00
ptg020853l,372143,372439,296,RepeatMasker,LTR,372091,372621,296,1.00
ptg020853l,522090,522389,299,RepeatMasker,LTR,522044,522432,299,1.00
ptg020864l,345818,346115,297,RepeatMasker,LTR,345766,346293,297,1.00
ptg020868l,139464,139712,248,RepeatMasker,LTR,134443,143920,248,1.00
ptg020870l,795508,795788,280,RepeatMasker,LTR,794237,796452,280,1.00
ptg020898l,6655,6903,248,RepeatMasker,LTR,1004,10491,248,1.00
ptg020899l,576462,576743,281,RepeatMasker,LTR,573900,579815,281,1.00
ptg020925l,334861,335142,281,RepeatMasker,LTR,333838,334884,23,0.08
ptg020934l,55912,56183,271,RepeatMasker,LTR,55958,56099,142,0.52
ptg020940l,33464,33744,280,RepeatMasker,LTR,32825,34800,280,1.00
ptg020940l,428137,428440,303,RepeatMasker,LTR,422507,428302,165,0.54
ptg020941l,301900,302181,281,RepeatMasker,LTR,301255,302562,281,1.00
ptg020946l,574110,574412,302,RepeatMasker,LTR,572555,574200,90,0.30
ptg020946l,574110,574412,302,RepeatMasker,LTR,572862,574199,89,0.29
ptg020953l,439426,439728,302,RepeatMasker,LTR,439432,439958,297,0.98
ptg020957l,27149,27441,292,RepeatMasker,LTR,27136,28591,292,1.00
ptg020966l,62957,63239,282,RepeatMasker,LTR,57901,62991,34,0.12
ptg020991l,459221,459518,297,RepeatMasker,LTR,459466,459664,53,0.18
ptg020997l,145054,145360,306,RepeatMasker,LTR,144780,145545,306,1.00
ptg020999l,60501,60814,313,RepeatMasker,LTR,60508,61398,307,0.98
ptg021044l,179867,180148,281,RepeatMasker,LTR,179222,180530,281,1.00
ptg021064l,862139,862435,296,RepeatMasker,LTR,862087,862643,296,1.00
ptg021064l,1142878,1143201,323,RepeatMasker,LTR,1140746,1144366,323,1.00
ptg021096l,567973,568277,304,RepeatMasker,LTR,568262,568903,16,0.05
ptg021097l,519640,519913,273,RepeatMasker,LTR,519623,519679,39,0.14
ptg021097l,519640,519913,273,RepeatMasker,LTR,519637,519783,143,0.52
ptg021116l,683555,683835,280,RepeatMasker,LTR,683542,684894,280,1.00
ptg021118l,182112,182414,302,RepeatMasker,LTR,182100,182703,302,1.00
ptg021118l,189640,189920,280,RepeatMasker,LTR,189628,190309,280,1.00
ptg021118l,509106,509392,286,RepeatMasker,LTR,506721,512165,286,1.00
ptg021124l,33601,33896,295,RepeatMasker,LTR,33549,34061,295,1.00
ptg021124l,116477,116770,293,RepeatMasker,LTR,116425,116945,293,1.00
ptg021124l,287123,287422,299,RepeatMasker,LTR,287076,287600,299,1.00
ptg021126l,71310,71591,281,RepeatMasker,LTR,71277,72658,281,1.00
ptg021126l,185514,185793,279,RepeatMasker,LTR,184729,186178,279,1.00
ptg021147l,69001,69281,280,RepeatMasker,LTR,68199,69670,280,1.00
ptg021156l,145927,146252,325,RepeatMasker,LTR,143420,146613,325,1.00
ptg021167l,382921,383234,313,RepeatMasker,LTR,382928,383339,307,0.98
ptg021176l,188116,188436,320,RepeatMasker,LTR,181930,188166,50,0.16
ptg021183l,510486,510780,294,RepeatMasker,LTR,510496,510882,285,0.97
ptg021187l,699898,700213,315,RepeatMasker,LTR,698904,702361,315,1.00
ptg021197l,581604,581886,282,RepeatMasker,LTR,581704,585494,183,0.65
ptg021198l,266838,267137,299,RepeatMasker,LTR,266786,267178,299,1.00
ptg021209l,815333,815644,311,RepeatMasker,LTR,815446,815735,199,0.64
ptg021219l,508330,508624,294,RepeatMasker,LTR,508332,509020,293,1.00
ptg021230l,980141,980440,299,RepeatMasker,LTR,980089,980618,299,1.00
ptg021233l,455589,455892,303,RepeatMasker,LTR,455385,458010,303,1.00
ptg021242l,142888,143215,327,RepeatMasker,LTR,142980,143580,236,0.72
ptg021281l,650717,651032,315,RepeatMasker,LTR,649374,650874,157,0.50
ptg021281l,650717,651032,315,RepeatMasker,LTR,650772,650935,164,0.52
ptg021285l,961615,961896,281,RepeatMasker,LTR,960970,962278,281,1.00
ptg021285l,961615,961896,281,RepeatMasker,LTR,961589,962207,281,1.00
ptg021289l,390533,390828,295,RepeatMasker,LTR,390705,391983,124,0.42
ptg021299l,526290,526570,280,RepeatMasker,LTR,525653,526981,280,1.00
ptg021301l,264400,264704,304,RepeatMasker,LTR,262214,264981,304,1.00
ptg021303l,459961,460270,309,RepeatMasker,LTR,459571,460479,309,1.00
ptg021311l,447430,447717,287,RepeatMasker,LTR,444828,447862,287,1.00
ptg021327l,123185,123488,303,RepeatMasker,LTR,122723,123219,34,0.11
ptg021327l,123185,123488,303,RepeatMasker,LTR,123222,123300,79,0.26
ptg021335l,26452,26765,313,RepeatMasker,LTR,26726,26866,40,0.13
ptg021337l,765071,765342,271,RepeatMasker,LTR,765240,765374,103,0.38
ptg021359l,1167980,1168287,307,RepeatMasker,LTR,1166143,1169439,307,1.00
ptg021359l,1167980,1168287,307,RepeatMasker,LTR,1167588,1169996,307,1.00
ptg021372l,148909,149190,281,RepeatMasker,LTR,148271,150328,281,1.00
ptg021372l,611874,612178,304,RepeatMasker,LTR,610724,613971,304,1.00
ptg021412l,298175,298496,321,RepeatMasker,LTR,298432,298483,52,0.16
ptg021416l,497989,498269,280,RepeatMasker,LTR,497966,499340,280,1.00
ptg021436l,501206,501529,323,RepeatMasker,LTR,500193,501370,164,0.51
ptg021436l,501206,501529,323,RepeatMasker,LTR,500702,501370,164,0.51
ptg021442l,2283314,2283633,319,RepeatMasker,LTR,2282538,2283491,177,0.55
ptg021460l,258929,259221,292,RepeatMasker,LTR,257864,259152,223,0.76
ptg021460l,258929,259221,292,RepeatMasker,LTR,259144,259483,78,0.27
ptg021465l,1091866,1092159,293,RepeatMasker,LTR,1092108,1092623,52,0.18
ptg021477l,683373,683693,320,RepeatMasker,LTR,681514,684176,320,1.00
ptg021494l,119109,119425,316,RepeatMasker,LTR,116198,119148,39,0.12
ptg021496l,419878,420164,286,RepeatMasker,LTR,419025,424790,286,1.00
ptg021498l,16936,17252,316,RepeatMasker,LTR,16790,17164,228,0.72
ptg021517l,549011,549291,280,RepeatMasker,LTR,547732,554276,280,1.00
ptg021527l,647089,647399,310,RepeatMasker,LTR,646483,647439,310,1.00
ptg021527l,820719,821033,314,RepeatMasker,LTR,820233,822818,314,1.00
ptg021530l,173258,173566,308,RepeatMasker,LTR,172837,173382,124,0.40
ptg021530l,173258,173566,308,RepeatMasker,LTR,172837,173461,203,0.66
ptg021530l,793671,793971,300,RepeatMasker,LTR,793619,794196,300,1.00
ptg021539l,37901,38196,295,RepeatMasker,LTR,37100,38564,295,1.00
ptg021540l,201658,201990,332,RepeatMasker,LTR,200188,201834,176,0.53
ptg021582l,286070,286382,312,RepeatMasker,LTR,285318,286322,252,0.81
ptg021588l,250072,250369,297,RepeatMasker,LTR,250038,250440,297,1.00
ptg021588l,627718,628006,288,RepeatMasker,LTR,627713,627941,223,0.77
ptg021588l,627718,628006,288,RepeatMasker,LTR,627815,628509,192,0.67
ptg021588l,838063,838362,299,RepeatMasker,LTR,838011,838529,299,1.00
ptg021593l,95964,96263,299,RepeatMasker,LTR,95912,96440,299,1.00
ptg021595l,485601,485895,294,RepeatMasker,LTR,484965,486275,294,1.00
ptg021595l,553902,554182,280,RepeatMasker,LTR,553102,554554,280,1.00
ptg021614l,1310895,1311182,287,RepeatMasker,LTR,1310040,1315858,287,1.00
ptg021636l,140421,140712,291,RepeatMasker,LTR,139614,141091,291,1.00
ptg021637l,155156,155442,286,RepeatMasker,LTR,150011,155840,286,1.00
ptg021637l,796505,796802,297,RepeatMasker,LTR,796453,797009,297,1.00
ptg021668l,15391,15688,297,RepeatMasker,LTR,15345,15732,297,1.00
ptg021668l,529170,529462,292,RepeatMasker,LTR,528066,529333,163,0.56
ptg021679l,574185,574484,299,RepeatMasker,LTR,574133,574564,299,1.00
ptg021691l,13219,13505,286,RepeatMasker,LTR,13139,13590,286,1.00
ptg021724l,1008793,1009074,281,RepeatMasker,LTR,1008780,1009452,281,1.00
ptg021729l,76689,76988,299,RepeatMasker,LTR,76637,76960,271,0.91
ptg021729l,173226,173524,298,RepeatMasker,LTR,173174,173700,298,1.00
ptg021734l,395839,396119,280,RepeatMasker,LTR,393263,398743,280,1.00
ptg021755l,242640,242888,248,RepeatMasker,LTR,237581,243836,248,1.00
ptg021767l,102278,102568,290,RepeatMasker,LTR,102348,102484,137,0.47
ptg021811l,1378193,1378520,327,RepeatMasker,LTR,1376818,1383218,327,1.00
ptg021815l,165063,165343,280,RepeatMasker,LTR,165051,165721,280,1.00
ptg021839l,368377,368693,316,RepeatMasker,LTR,368244,368488,111,0.35
ptg021839l,422145,422428,283,RepeatMasker,LTR,418768,422545,283,1.00
ptg021885l,645515,645807,292,RepeatMasker,LTR,644887,645705,190,0.65
ptg021885l,879681,880009,328,RepeatMasker,LTR,879461,879695,14,0.04
ptg021896l,71202,71498,296,RepeatMasker,LTR,71024,71654,296,1.00
ptg021922l,597304,597613,309,RepeatMasker,LTR,594579,597334,30,0.10
ptg021939l,449322,449613,291,RepeatMasker,LTR,448543,449866,291,1.00
ptg021939l,632259,632572,313,RepeatMasker,LTR,631273,632291,32,0.10
ptg021939l,632259,632572,313,RepeatMasker,LTR,632334,632924,239,0.76
ptg021947l,354840,355154,314,RepeatMasker,LTR,354330,355089,249,0.79
ptg021996l,97713,98024,311,RepeatMasker,LTR,91807,97739,26,0.08
ptg021996l,101111,101388,277,RepeatMasker,LTR,100991,101449,277,1.00
ptg021996l,101111,101388,277,RepeatMasker,LTR,101121,104794,268,0.97
ptg022003l,24463,24785,322,RepeatMasker,LTR,24676,25263,110,0.34
ptg022023l,1478940,1479264,324,RepeatMasker,LTR,1478284,1478955,15,0.05
ptg022023l,1478940,1479264,324,RepeatMasker,LTR,1479170,1479452,95,0.29
ptg022051l,673746,674040,294,RepeatMasker,LTR,674017,674061,24,0.08
ptg022051l,1393522,1393796,274,RepeatMasker,LTR,1393498,1393557,35,0.13
ptg022077l,183799,184080,281,RepeatMasker,LTR,183156,185209,281,1.00
ptg022079l,10406,10687,281,RepeatMasker,LTR,9770,11069,281,1.00
ptg022084l,492520,492836,316,RepeatMasker,LTR,492503,493153,316,1.00
ptg022085l,332570,332857,287,RepeatMasker,LTR,331708,334424,287,1.00
